Title,Rating,Year,Genre,Director,Actors,Images
In the Name of the Father,8.1,1993,Biography,Jim Sheridan,"['Alison Crosbie', 'Philip King', 'Emma Thompson', 'Nye Heron', 'Daniel Day-Lewis', 'Anthony Brophy', 'Frankie McCafferty', 'Paul Warriner', 'Julian Walsh', 'Stuart Wolfenden', 'Jo Connor', 'Karen Carlisle', 'Seamus Moran', 'Billy Byrne', 'Maureen McBride', 'Jane Nolan', 'Laurence Griffin', 'Jason Murtagh', 'Kelly McKeavney', 'Joanna Irvine', 'Fiona Daly', 'Catherine Dunne', 'Pete Postlethwaite', 'Anna Meegan', 'Marie Jones', 'Leah McCullagh', 'John Lynch', 'Beatie Edney', 'Saffron Burrows', 'Mark Sheppard', 'Jamie Harris', 'Britta Smith', 'Don Baker', 'Barbara Mulcahy', 'Mick Tohill', 'Peter Sheridan Sr.', 'Joe McPartland', 'Stanley Townsend', 'Corin Redgrave', 'Gerard McSorley', 'Tim Perrin', 'Tony Denham', 'Rob Spendlove', 'Phil Davis', 'Martin Murphy', 'Richard Graham', 'Oliver Maguire', 'Maurice Kehoe', 'Rachael Dowling', 'Tina Kellegher', 'Ronan Wilmot', 'Maclean Burke', 'Joe Jeffers', 'Alistair Findlay', 'Peter Howitt', 'Sean Lawlor', 'Brian de Salvo', 'Luke Hayden', 'Aiden Grennell', 'Daniel Massey', 'Bosco Hogan', 'Kenneth Edge', ""Aine O'Connor"", 'Guy Carleton', 'John Benfield', 'Dave Duffy', 'Martin Dunne', 'Larry Murphy', 'Richard Michaelis', 'Mal Whyte', 'John Gallagher', 'Marcus Lynch', 'Frank Harper', ""Jer O'Leary"", 'Joey Cashman', 'Alan Amsby', ""Paul O'Grady"", 'Owen Conroy', 'Dee Man Kole', 'Bernard Pellegrinetti', 'Emeka Okeki', ""Alan O'Connor"", 'Mario McGovern', 'John Joe Fontana', ""Terry O'Neill"", 'Joey Legaspi', 'Jimmie Bergin', 'John Higgins', 'Paterson Joseph', 'Malcolm Tierney', 'Iain Montague', 'Paul Raynor', 'Clodagh Conroy', 'Peter Sheridan', 'Darren McHugh', 'Peter Campbell', 'Alan Barry', 'Jonathan Ryan', 'John Pickles', ""Liam O'Callaghan"", 'Denys Hawthorne', 'Tom Wilkinson', 'Shimmy Marcus', 'Deirdre Mulrooney', ""Reamonn O'Byrne"", 'Trevor Stynes']","https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,1,190,281_.jpg"
Dead Poets Society,8.1,1989,Comedy,Peter Weir,"['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles', 'Gale Hansen', 'Dylan Kussman', 'Allelon Ruggiero', 'James Waterston', 'Norman Lloyd', 'Kurtwood Smith', 'Carla Belver', 'Leon Pownall', 'George Martin', 'Joe Aufiery', 'Matt Carey', 'Kevin Cooney', 'Jane Moore', 'Lara Flynn Boyle', 'Colin Irving', 'Alexandra Powers', 'Melora Walters', 'Welker White', 'Steve Mathios', 'Alan Pottinger', 'Pamela Burrell', 'Allison Hedges', ""Christine D'Ercole"", 'John Cunningham', 'Debra Mooney', 'John Martin Bradley', 'Charles Lord', 'Kurt Leitner', 'Richard Stites', 'James J. Christy', 'Catherine Soles', 'Hoover Sutton', 'James Donnell Quinn', 'Simon Mein', 'Ashton W. Richards', 'Robert Gleason', 'Bill Rowe', 'Robert J. Zigler III', 'Keith Snyder', 'Nicholas K. Gilhool', 'Jonas Stiklorius', 'Craig Johnson', 'Chris Hull', 'Jason Woody', 'Sam Stegeman', 'Andrew Hill', 'Serena Ebhardt', 'Joel Fogel', 'Newton Gilchrist', 'Barry Godin', 'Kate Kearney-Patch', 'Jamie Kennedy', 'Nancy Kirk', 'Stephen Podolak', 'Jeffrey Santoro', 'James R. Stoddard']","https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg"
Mad Max: Fury Road,8.1,2015,Action,George Miller,"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Hugh Keays-Byrne', 'Josh Helman', 'Nathan Jones', 'Zoë Kravitz', 'Rosie Huntington-Whiteley', 'Riley Keough', 'Abbey Lee', 'Courtney Eaton', 'John Howard', 'Richard Carter', 'Iota', 'Angus Sampson', 'Jennifer Hagan', 'Megan Gale', 'Melissa Jaffer', 'Melita Jurisic', 'Gillian Jones', 'Joy Smithers', 'Antoinette Kellermann', 'Christina Koch', 'Jon Iles', 'Quentin Kenihan', 'Coco Jack Gillies', 'Chris Patton', 'Stephen Dunlevy', 'Richard Norton', 'Vincent Roxburgh', 'John Walton', 'Ben Smith-Petersen', 'Russ McCarroll', 'Judd Wild', 'Elizabeth Cunico', 'Greg van Borssum', 'Robert Jones', 'Sebastian Dickins', 'Darren Andrew Mitchell', 'Crusoe Kurddal', 'Shyan Tonga', 'Cass Cumerford', 'Albert Lee', 'Riley Paton', 'Ripley Voeten', 'Macyn Van Borssum', 'Hunter Stratton Boland', 'Nathan Jenkins', 'Fletcher Gill', 'Whiley Toll', 'Ferdinand Hengombe', 'Gadaffi Davsab', 'Noddy Alfred', 'Jackson Hengombe', 'Christian Fane', 'Callum Gallagher', 'Abel Hofflin', 'Lee Perry', 'Debra Ades', 'Toby Ayers', 'Rhavin Banda', 'Karl Heinz Barr', 'Alison Benstead', 'Craig Bourke', 'Nerida Bronwen', 'Will C.', 'Jeremy Costello', 'Sandi Finlay', 'Gareth Hamilton-Foster', 'Dawn Hogan', 'Georgia Jarrett', 'Hiroshi Kasuga', 'Jack Kelly', 'Ryan Madden', 'Shuhei Ogawa', 'Stephen Gouriet Ryan', 'Benjamin W Sullivan', 'Vanessa Summerfield', 'Yassica Switakowski', 'Leanne Michelle Watson']","https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Wild Tales,8.1,2014,Comedy,Damián Szifron,"['Darío Grandinetti', 'María Marull', 'Mónica Villa', 'Diego Starosta', 'Marcelo Frasca', 'Lucila Mangone', 'María Laura Caccamo', 'Carlos Alberto Vavassori', 'Pablo Machado', 'Horacio Vay', 'Javier Pedersoli', 'Héctor Drachtman', 'María Rosa López Ottonello', 'Rita Cortese', 'Julieta Zylberberg', 'César Bordón', 'Juan Santiago Linari', 'Leonardo Sbaraglia', 'Walter Donado', 'Carlos Moyá', 'Juan Pablo Colombo', 'Miguel Ángel Platinado Grando', 'Ricardo Darín', 'Nancy Dupláa', 'Luis Mazzeo', 'Andrea Garrote', 'Pablo Moseinco', 'Victoria Roland', 'Martín Gervasoni', 'Federico Liss', 'Lucrecia Gelardi', 'Camila Sofía Casas', 'Ricardo Truppel', 'Pablo Chao', 'Noemí Ron', 'Fiorella Pedrazzini', 'Alejandro Angelini', 'Cristina Blanco', 'Daniel Merwicer', 'Oscar Martínez', 'María Onetto', 'Osmar Núñez', 'Germán De Silva', 'Diego Velázquez', 'Alan Daicz', 'Pablo Bricker', 'Diana Deglauy', 'Silvina La Morte', 'Ramiro Vayo', 'Mariano Sigman', 'Erica Rivas', 'Diego Gentile', 'Abián Vainstein', 'Liliana Weimer', 'Claudio Delan', 'Graciela Fodrini', 'Margarita Molfino', 'Marcelo Pozzi', 'Paula Grinszpan', 'Miguel Di Lemme', 'Camila Franco', 'Gustavo Bonfigli', 'Damián Benítez', 'Liliana Ackerman', 'Emilio Soler', 'Ángel Frega', 'Gustavo Curchio', 'Horacio Nin Uria', 'Luis Manuel Altamirano García', 'Alfonso Grispino']","https://m.media-amazon.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_QL75_UX190_CR0,0,190,281_.jpg"
The Deer Hunter,8.1,1978,Drama,Michael Cimino,"['Michael Cimino', 'Deric Washburn', 'Louis Garfinkle', 'Quinn K. Redeker', 'Deric Washburn', 'Meryl Streep']","https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR1,0,190,281_.jpg"
The General,8.1,1926,Action,Clyde Bruckman,"['Buster Keaton', 'Clyde Bruckman', 'Al Boasberg', 'Charles Henry Smith', 'William Pittenger', 'William Pittenger', 'Paul Gerard Smith']","https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
On the Waterfront,8.1,1954,Crime,Elia Kazan,"['Budd Schulberg', 'Budd Schulberg', 'Malcolm Johnson', 'Robert Siodmak']","https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,3,190,281_.jpg"
"Monsters, Inc.",8.1,2001,Animation,Pete Docter,"['Pete Docter', 'Jill Culton', 'Jeff Pidgeon', 'Ralph Eggleston', 'Andrew Stanton', 'Daniel Gerson']","https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Sherlock Jr.,8.2,1924,Action,Buster Keaton,"['Buster Keaton', 'Kathryn McGuire', 'Joe Keaton', 'Erwin Connelly', 'Ward Crane', 'Jane Connelly', 'George Davis', 'Doris Deane', 'Christine Francis', 'Betsy Ann Hisle', 'Kewpie Morgan', 'Steve Murphy', 'John Patrick', 'Ford West']","https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,9,190,281_.jpg"
The Third Man,8.1,1949,Film-Noir,Carol Reed,"['Graham Greene', 'Graham Greene', 'Orson Welles', 'Alexander Korda', 'Carol Reed']","https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Jaws,8.1,1975,Adventure,Steven Spielberg,"['Peter Benchley', 'Carl Gottlieb', 'Peter Benchley']","https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,5,190,281_.jpg"
How to Train Your Dragon,8.1,2010,Animation,Dean DeBlois,"['William Davies', 'Dean DeBlois', 'Chris Sanders', 'Cressida Cowell', 'Marc Hyman', 'Adam F. Goldberg']","https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_QL75_UX190_CR0,1,190,281_.jpg"
Smultronstället,8.1,1957,Drama,Ingmar Bergman,"['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand', 'Jullan Kindahl', 'Folke Sundquist', 'Björn Bjelfvenstam', 'Naima Wifstrand', 'Gunnel Broström', 'Gertrud Fridh', 'Sif Ruud', 'Gunnar Sjöberg', 'Max von Sydow', 'Åke Fridell', 'Yngve Nordwall', 'Per Sjöstrand', 'Gio Petré', 'Gunnel Lindblom', 'Maud Hansson', 'Ann-Marie Wiman', 'Eva Norée', 'Lena Bergman', 'Monica Ehrling', 'Peder Hellman', 'Ulf Johansson', 'Göran Lundquist', 'Josef Norman', 'Gunnar Olsson', 'Vendela Rudbäck', 'Per Skogsberg', 'Helge Wulff']","https://m.media-amazon.com/images/M/MV5BYWQxYzdhMDMtNjAyZC00NzE0LWFjYmQtYjk0YzMyYjA5NzZkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg"
Le salaire de la peur,8.2,1953,Adventure,Henri-Georges Clouzot,"['Yves Montand', 'Charles Vanel', 'Folco Lulli', 'Peter van Eyck', 'Véra Clouzot', 'William Tubbs', 'Darío Moreno', 'Jo Dest', 'Antonio Centa', 'Luis De Lima', 'Grégoire Gromoff', 'Josep Palau i Fabre', 'Faustini', 'Seguna', 'Darling Légitimus', 'René Baranger', 'Charles Fawcett', 'Pat Hurst', 'Evelio Larenagas', 'Jeronimo Mitchell', 'Ricardo', 'François Valorbe', 'Rico Zermano']","https://m.media-amazon.com/images/M/MV5BMzE2ODNiZGItNGJiZS00MzBkLTgzZDktN2NmZGE0ZWU3N2U5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzI4Nzk0NjY@._V1_QL75_UY281_CR8,0,190,281_.jpg"
Mary and Max.,8.1,2009,Animation,Adam Elliot,"['Christopher Massey', 'Oliver Marks', 'Daisy Kocher', 'Daniel Marks', 'Hamish Hughes', 'Dan Doherty', 'Julie Forsyth', 'Mandy Mao', 'Eric Bana', 'Patrick McCabe', 'Adam Elliot', 'Mr. Peck', 'Michael James Allen', 'Bill Murphy', 'Shaun Patten', 'Bernie Clifford', 'Milly', 'John Flaus', 'Henry Karjalainen', ""Ian 'Molly' Meldrum"", 'Kevin', 'Chris Wallace', 'Toni Collette', 'Marlee Bevan', 'Philip Seymour Hoffman', 'Indy', 'Melanie Coombs', 'Barry Humphries', 'Carolyn Shakespeare-Allen', 'Alf Klimek', 'Antoinette Halloran', 'Leanne Smith', 'Stephen Carroll', 'Renée Geyer', 'Athanasios Kourtidis', 'Yorgos Kourtidis', 'Bethany Whitmore', 'Michael Ienna']","https://m.media-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR4,0,190,281_.jpg"
Mr. Smith Goes to Washington,8.1,1939,Comedy,Frank Capra,"['Jean Arthur', 'James Stewart', 'Claude Rains', 'Edward Arnold', 'Guy Kibbee', 'Thomas Mitchell', 'Eugene Pallette', 'Beulah Bondi', 'H.B. Warner', 'Harry Carey', 'Astrid Allwyn', 'Ruth Donnelly', 'Grant Mitchell', 'Porter Hall', 'H.V. Kaltenborn', 'Charles Lane', 'Pierre Watkin', 'Dick Elliott', 'William Demarest', 'Billy Watson', 'Delmar Watson', 'Harry Watson', 'Larry Simms', 'Garry Watson', 'Erville Alderson', 'Harry Anderson', 'Stanley Andrews', 'William Arnold', 'Sam Ash', 'Edwin August', 'Frank Austin', 'Harry A. Bailey', 'Tommy Baker', 'Kathryn Bates', 'Brooks Benedict', 'Wilson Benge', 'Edward Biby', 'Wade Boteler', 'Harry C. Bradley', 'Lynton Brent', 'Ed Brewer', 'Al Bridge', 'Harlan Briggs', 'Edward Brophy', 'Tommy Bupp', 'Harry Burkhardt', 'Frederick Burton', 'Georgia Caine', 'Ken Carpenter', 'Jack Carson', 'Burr Caruth', 'Maurice Cass', 'Allan Cavan', 'Eddy Chandler', 'George Chandler', 'Davison Clark', 'Dora Clement', 'Richard Clucas', 'Shirley Coates', 'Edmund Cobb', 'Eddie Coke', 'Dorothy Comingore', 'Chester Conklin', 'Hal Cooke', 'George Cooper', 'Georgie Cooper', 'Jack Cooper', 'Nick Copeland', 'Anne Cornwall', 'Gino Corrado', 'Maurice Costello', 'Alec Craig', 'Beatrice Curtis', 'Lew Davis', 'Dulce Day', 'Wally Dean', 'Vernon Dent', 'Harry Depp', 'Joe Devlin', 'Clyde Dilson', 'John Dilson', 'Neal Dodd', 'Ann Doran', 'Lester Dorr', 'Robert Dudley', 'Edward Earle', 'Helen Jerome Eddy', 'Jack Egan', 'Douglas Evans', 'Eddie Fetherston', 'Mabel Forrest', 'Byron Foulger', 'Gladys Gale', 'Jack Gardner', 'Frances Gifford', 'June Gittelson', 'Gus Glassmire', 'Mary Gordon', 'Jesse Graves', 'Lorna Gray', 'Roger Haliday', 'Cliff Hall', 'Wilfred Hari', 'Harry Hayden', 'Henry Hebert', 'Louis Jean Heydt', 'Fred Hoose', 'Philip Hurlic', 'Olaf Hytten', 'John Ince', 'Lloyd Ingraham', 'Mitchell Ingraham', 'Frank Jaquet', 'Dick Jensen', 'John Lester Johnson', 'Dickie Jones', 'Eddie Kane', 'Robert Emmett Keane', 'Donald Kerr', 'Milton Kibbee', 'Joe King', 'Richard Kipling', 'Evalyn Knapp', 'Wright Kramer', 'Paul Kruger', 'Bobby Larson', 'Billy Lechner', 'P.H. Levy', 'Vera Lewis', 'Jack Lindquist', 'George Lloyd', 'Arthur Loft', 'Jane Loofbourrow', 'Jack Low', 'Jackie Lowe', 'Jimmie Lucas', 'Wilfred Lucas', 'Stanley Mack', 'Mary MacLaren', 'Hank Mann', 'Margaret Mann', 'Thomas Martin', 'Eric Mayne', 'Philo McCullough', 'Ralph McCullough', 'Matt McHugh', 'George McKay', 'Lafe McKee', 'Sammy McKim', 'Frank McLure', 'James McNamara', 'Robert Middlemass', 'James Millican', 'Howard M. Mitchell', 'Charles R. Moore', 'Bert Moorhouse', 'Gene Morgan', 'Robert Morgan', 'Edmund Mortimer', 'William Newell', 'Ray Nichols', 'Field Norton', 'Alex Novinsky', ""Frank O'Connor"", 'Frank Otto', 'Joe Palma', 'Blanche Payson', 'Frank Puglia', 'Spencer Quinn', 'Tom Quinn', 'Ed Randolph', 'Charles Regan', 'Jack Rice', 'Jack Richardson', 'Henry Roquemore', 'Johnny Russell', 'Walter Sande', 'Russell Simpson', 'Walter Soderling', 'Harry Stafford', 'Wyndham Standing', 'Paul Stanton', 'Larry Steers', 'Count Stefenelli', 'Robert Sterling', 'Craig Stevens', 'Landers Stevens', 'Carl Stockdale', 'Harry Strang', 'Charles Sullivan', 'Ben Taggart', 'Emma Tansey', 'Dub Taylor', 'Ferris Taylor', 'Harry Tenbrook', 'Arthur Thalasso', 'Edward Thomas', 'Frank M. Thomas', 'Layne Tom Jr.', ""Fred 'Snowflake' Toones"", 'Victor Travis', 'Laura Treadwell', 'John Tyrrell', 'Frederick Vroom', 'Bess Wade', 'David Wade', 'Max Waizmann', 'Robert Walker', 'Myonne Walsh', 'John Ward', 'Billy Wayne', 'Lloyd Whitlock', 'Dave Willock', 'Florence Wix', 'Eleanor Wood', 'William Worthington']","https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,3,190,281_.jpg"
Ratatouille,8.1,2007,Animation,Brad Bird,"['Brad Bird', 'Jan Pinkava', 'Jim Capobianco', 'Brad Bird', 'Emily Cook', 'Kathy Greenberg', 'Bob Peterson']","https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Ford v Ferrari,8.1,2019,Action,James Mangold,"['Matt Damon', 'Christian Bale', 'Jon Bernthal', 'Caitríona Balfe', 'Josh Lucas', 'Noah Jupe', 'Tracy Letts', 'Remo Girone', 'Ray McKinnon', 'JJ Feild', 'Jack McMullen', 'Corrado Invernizzi', 'Joe Williamson', 'Ian Harding', 'Christopher Darga', 'Shawn Law', 'Emil Beheshti', 'Darrin Prescott', 'Alex Gurney', 'Benjamin Rigby', 'Ben Collins', 'Francesco Bauco', 'Guido Cocomello', 'Adam Mayfield', 'Sean Carrigan', 'Lachlan Buchanan', 'Giles Matthey', 'Rudolf Martin', 'Evan Arnold', 'Darin Cooper', 'Elizabeth Dement', 'Wallace Langham', 'Jonathan LaPaglia', 'Brad Beyer', 'Ottavio Taddei', 'Giovanni Cirfiera', 'Wyatt Nash', 'Drew Rausch', 'Ward Horton', 'Luiggi Debiasse', 'Michael Lanahan', 'Tanner Foust', 'Peter Arpesella', 'Andrew Burlinson', 'Lou Beatty Jr.', 'Clément Larue', 'Olivier Blin', 'Marc Forget', 'Stephane Fiorenza', 'Joss Glennie-Smith', 'Tim Banning', 'Arron Shiver', 'Paul Fox', 'Zack Zublena', 'Aylam Orian', 'Kirt Kishita', 'Stefania Spampinato', 'Gian Franco Tordi', 'Cameron Hennings', 'James Tappan', ""Ryan O'Dell"", 'Mario Di Donato', 'Bonnie Antonini', 'Jenelle McKee', 'Grace Fae', 'Jan Munroe', 'Marisa Petroro', 'Leif Carlgren', 'Jon Ueberroth', 'Camillo Faieta', 'Steven Ziel', 'Vernon Dew', 'Angelo Dibello', 'Larsen Deane', 'Craig Frosty Silva', 'Brad McCabe', 'Brent Pontin', 'Mark Krenik', 'Thomas John Rudolph', 'Emmeline Luka Bale', 'Kai Andersen', 'Evin Charles Anderson', 'Joshua Bankey', 'Brea Bee', 'Kyle Andrew Bell', 'Hugh Benjamin', 'Jason Bernardo', 'Dylan James Boland', 'Daniel Bondor', 'Jason Breznikar', 'Michael Wayne Brown', 'Jeff Burhans', 'Sandy Burhans', 'Sergi Cervera', 'Alan Cevallos', 'Jorge Cevallos', 'Zachary Chicos', 'David Cohen', 'Carl Collanus', 'Morgan Combes', 'Corey Crandall', 'Savannah Cruz', 'Giulia Da Pian', 'Sarah Dale', 'Tomer David', 'Rick L. Dean', 'Michael DeBartolo', 'Daryl Deino', 'Kelsey Deroian', 'Vincent Di Paolo', 'Troy Dillinger', 'Paul Alan Dixon', 'Katelynn Dubow', 'Matt Duran', 'Ellis Eckles', 'Cambria Elise', 'Michelle Ells', 'Jake Ersek', 'Louis Fasanaro', 'Kevin Fleenor', 'Matt Freeman', 'Sam Fusaro', 'Americo Galli', 'Jean-Pierre Giagnoli', 'Jeff Goins', 'Arthur J. Gonzales', 'Joe Don Harris', 'Nina Hart', 'Philip Harville', 'Fatimah Hassan', 'Jeff M Hill', 'David Horton', 'Jake Ingrande', 'Brandon Irvin', 'Darren Jacobs', 'Forrest Jade', 'Sarah Jarman', 'Jedediah Jenk', 'Hunter Jones', 'James Karroum', 'David John Kernick', 'Alyona Khmara', 'Michael Kobulnicky', 'Stanley Kowalski', 'Merryn Landry', 'Bridie Latona', 'Alex Leontev', 'Daniel Aryeh Lewis', 'Samuel M. Lewis', 'Pierre Léon Luneau', 'Molly Malin', 'Dave Marandola', 'Chris Markle', 'Skyler Marshall', 'Jim Marsilio', 'Luke Matheis', 'Brooklyn McDaris', 'Dallin McKay', 'Mallory Mckenzie', 'David Michael-Smith', 'Julian Miller', 'Edwin Modlin II', 'Andy Morales', 'George Morris', 'Luna Munroe', 'William Myers', 'Justin Nardine', 'Anton Nassif', 'Ryna Nevius', 'Eric Paterniani', 'James Tyler Paulson', 'Landon Perry', 'Erik-Jan Pliner', 'Scott Rapp', 'Sean Renzetti', 'Brenden Roberts', 'Cailan Robinson', 'Linda Victoria Romo', 'David Rona', 'Az Rudman', 'Rylee Ryan', 'Blake Seltzer', 'Gary Sievers', 'Roberta Sparta', 'Chris Spinelli', 'Mark Stepanek', 'Bruce M. Stockert', 'Bogdan Szumilas', 'Alfredo Tavares', 'Alec Taylor', 'Arianna Tysinger', 'Gianni Ullio', 'Trent Walker', 'Eric Warwick', 'Cameron West', 'Alex Wexo', 'Jeff Winn', 'Lily Winn', 'Chris Wodniak', 'Garth Wynne-Jones', 'Chris Yarrow', 'David Yorr', 'Jeremy Zaugg', 'Jon Zepp']","https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_QL75_UY281_CR0,0,190,281_.jpg"
Tôkyô monogatari,8.1,1953,Drama,Yasujirô Ozu,"['Chishû Ryû', 'Chieko Higashiyama', 'Setsuko Hara', 'Haruko Sugimura', 'Sô Yamamura', 'Kuniko Miyake', 'Kyôko Kagawa', 'Eijirô Tôno', 'Nobuo Nakamura', 'Shirô Ôsaka', 'Hisao Toake', 'Teruko Nagaoka', 'Mutsuko Sakura', 'Toyo Takahashi', 'Tôru Abe', 'Sachiko Mitani', 'Zen Murase', 'Mitsuhiro Môri', 'Junko Anan', 'Ryôko Mizuki', 'Yoshiko Togawa', 'Kazuhiro Itokawa', 'Fumio Tôyama', 'Keijirô Morozumi', 'Tsutomu Niijima', 'Shôzô Suzuki', 'Yoshiko Tashiro', 'Haruko Chichibu', 'Takashi Miki', 'Binnosuke Nagao']","https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR3,0,190,281_.jpg"
The Big Lebowski,8.1,1998,Comedy,Joel Coen,"['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston', 'Philip Seymour Hoffman', 'Tara Reid', 'Philip Moon', 'Mark Pellegrino', 'Peter Stormare', 'Flea', 'Torsten Voges', 'Jimmie Dale Gilmore', 'Jack Kehler', 'John Turturro', 'James G. Hoosier', 'Carlos Leon', 'Terrence Burton', 'Richard Gant', 'Christian Clemenson', 'Dom Irrera', ""Gérard L'Heureux"", 'David Thewlis', 'Lu Elrod', 'Mike Gomez', 'Peter Siragusa', 'Sam Elliott', 'Marshall Manesh', 'Harry Bugin', 'Jesse Flanagan', 'Irene Olga López', 'Luis Colina', 'Ben Gazzara', 'Leon Russom', 'Ajgie Kirkland', 'Jon Polito', 'Aimee Mann', 'Jerry Haleva', 'Jennifer Lamb', 'Warren Keith', 'Wendy Braun', 'Asia Carrera', 'Kiva Dawson', 'Jeff Dowd', 'Robin Johnson', 'Jaime Peralta', 'Anthony J Sacco']","https://m.media-amazon.com/images/M/MV5BMzliZDk0NjctNjhlOC00MWEyLWI3OWYtNjA5ZDYxMTMzNTc5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg"
Room,8.1,2015,Drama,Lenny Abrahamson,"['Emma Donoghue', 'Emma Donoghue']","https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Det sjunde inseglet,8.1,1957,Drama,Ingmar Bergman,"['Ingmar Bergman', 'Ingmar Bergman']","https://m.media-amazon.com/images/M/MV5BOWM3MmE0OGYtOGVlNC00OWE1LTk5ZTAtYmUwMDIwM2ZlNWJiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR2,0,190,281_.jpg"
